,"Etat","Absence","CESP","Etudiant","Voeu","Rang","Subdivision","Discipline","Désir (non officiel)","Offre","SubDis"
261,"affecté","","","252","1","1/4","POITIERS","Spécialité médicale : Médecine interne","","4","[031019]"
262,"affecté","","","253","1","4/4","BORDEAUX","Spécialité médicale : Rhumatologie","","4","[037027]"
263,"affecté","","","254","1","6/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie plastique, reconstructrice et esthétique","63","[015028]"
264,"affecté","","","255","1","5/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
265,"affecté","","","256","1","2/4","ILE DE FRANCE","Spécialité chirurgicale : Neurochirurgie","","4","[015029]"
266,"affecté","","","257","1","10/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
267,"affecté","","","258","1","6/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
268,"affecté","","","259","1","16/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
269,"affecté","","","260","1","4/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
270,"affecté","","","261","1","5/9","BORDEAUX","Spécialité médicale : Cardiologie et maladies vasculaires","","9","[037013]"
271,"affecté","","","262","1","2/9","LYON","Spécialité chirurgicale : Ophtalmologie","","9","[026030]"
272,"affecté","","","263","1","3/5","BORDEAUX","Spécialité médicale : Dermatologie et vénérologie","","5","[037014]"
273,"affecté","","","264","1","17/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
274,"affecté","","","265","1","5/25","LYON","Discipline : ANESTHÉSIE réanimation","","25","[026004]"
275,"affecté","absence","","266","1","18/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
276,"affecté","","","267","1","5/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
277,"affecté","","","268","1","1/4","NANTES","Spécialité chirurgicale : Ophtalmologie","","4","[030030]"
278,"affecté","","","269","1","2/7","RENNES","Spécialité médicale : Cardiologie et maladies vasculaires","","7","[032013]"
279,"affecté","","","270","1","6/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
280,"affecté","","","271","1","1/9","LILLE","Spécialité chirurgicale : Ophtalmologie","","9","[023030]"
281,"affecté","","","272","1","19/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
282,"affecté","absence","","273","1","3/10","LYON","Spécialité médicale : Cardiologie et maladies vasculaires","","10","[026013]"
283,"affecté","","","274","2","2/15","ILE DE FRANCE","Spécialité médicale : Rhumatologie","","15","[015027]"
284,"affecté","","","275","1","9/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
285,"affecté","","","276","1","2/6","AIX MARSEILLE","Spécialité médicale : Médecine interne","","6","[034019]"
286,"affecté","","","277","1","2/179","LYON","Discipline : MÉDECINE générale","","179","[026011]"
287,"affecté","absence","","278","1","7/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
288,"affecté","","","279","1","10/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
289,"affecté","absence","","280","1","4/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
290,"affecté","","","281","1","1/4","RENNES","Spécialité médicale : Gastro-entérologie et hépatologie","","4","[032016]"
291,"affecté","","","282","1","11/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
292,"affecté","","","283","1","1/5","STRASBOURG","Spécialité médicale : Cardiologie et maladies vasculaires","","5","[020013]"
293,"affecté","","","284","1","4/16","MONTPELLIER","Discipline : ANESTHÉSIE réanimation","","16","[035004]"
294,"affecté","","","285","1","2/17","ILE DE FRANCE","Spécialité médicale : Pneumologie","","17","[015025]"
295,"affecté","","","286","1","2/17","ILE DE FRANCE","Spécialité médicale : Dermatologie et vénérologie","","17","[015014]"
296,"affecté","","","287","1","1/12","RENNES","Discipline : ANESTHÉSIE réanimation","","12","[032004]"
297,"affecté","","","288","1","4/79","ILE DE FRANCE","Discipline : PÉDIATRIE","","79","[015002]"
298,"affecté","","","289","1","1/11","ILE DE FRANCE","Spécialité médicale : Endocrinologie, diabÃ¨te, maladies métaboliques","","11","[015015]"
299,"affecté","","","290","1","1/9","STRASBOURG","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[020026]"
300,"affecté","","","291","1","1/2","NANTES","Spécialité médicale : Néphrologie","","2","[030022]"
301,"affecté","","","292","1","1/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
302,"affecté","","","293","1","5/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
303,"affecté","","","294","1","1/5","AIX MARSEILLE","Spécialité médicale : Gastro-entérologie et hépatologie","","5","[034016]"
304,"affecté","","","295","1","2/3","NANTES","Spécialité médicale : Neurologie","","3","[030023]"
305,"affecté","","","296","1","6/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
306,"affecté","","","297","1","1/2","LIMOGES","Spécialité chirurgicale : Ophtalmologie","","2","[039030]"
307,"affecté","absence","","298","1","2/10","BORDEAUX","Spécialité médicale : Radiodiagnostic et imagerie médicale","","10","[037026]"
308,"affecté","","","299","1","1/5","GRENOBLE","Spécialité médicale : Cardiologie et maladies vasculaires","","5","[025013]"
309,"affecté","","","300","1","4/8","LYON","Spécialité médicale : Médecine interne","","8","[026019]"
310,"affecté","","","301","1","3/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
311,"affecté","","","302","1","1/3","RENNES","Spécialité médicale : Médecine interne","","3","[032019]"
312,"ESSA","","","303","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
313,"affecté","","","304","1","4/17","LILLE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","17","[023026]"
314,"affecté","","","305","1","20/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
315,"affecté","","","306","1","11/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
316,"affecté","","","307","1","2/6","LILLE","Spécialité médicale : Médecine interne","","6","[023019]"
317,"affecté","","","308","1","12/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
318,"affecté","","","309","1","2/22","AIX MARSEILLE","Discipline : ANESTHÉSIE réanimation","","22","[034004]"
319,"affecté","","","310","1","7/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","63","[015028]"
320,"affecté","","","311","1","2/4","TOULOUSE","Spécialité médicale : Médecine interne","","4","[040019]"
321,"affecté","","","312","1","4/5","BORDEAUX","Spécialité médicale : Dermatologie et vénérologie","","5","[037014]"
322,"affecté","","","313","1","1/2","GRENOBLE","Spécialité médicale : Rhumatologie","","2","[025027]"
323,"affecté","","","314","1","1/1","MONTPELLIER","Spécialité médicale : Hématologie","","1","[035018]"
324,"affecté","","","315","1","7/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
325,"affecté","absence","","316","1","1/17","ILE DE FRANCE","Discipline : BIOLOGIE médicale","","17","[015003]"
326,"affecté","","","317","1","8/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","63","[015028]"
327,"affecté","","","318","1","1/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
328,"affecté","","","319","1","21/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
329,"affecté","","","320","1","2/12","RENNES","Discipline : ANESTHÉSIE réanimation","","12","[032004]"
330,"affecté","","","321","1","2/9","TOULOUSE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[040026]"
331,"affecté","","","322","1","3/17","ILE DE FRANCE","Spécialité médicale : Dermatologie et vénérologie","","17","[015014]"
332,"affecté","","","323","1","12/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
333,"affecté","","","324","1","2/4","TOULOUSE","Spécialité médicale : Néphrologie","","4","[040022]"
334,"affecté","","","325","1","3/10","BORDEAUX","Spécialité médicale : Radiodiagnostic et imagerie médicale","","10","[037026]"
335,"affecté","","","326","1","8/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
336,"affecté","absence","","327","1","6/25","LYON","Discipline : ANESTHÉSIE réanimation","","25","[026004]"
337,"affecté","","","328","1","2/4","LYON","Spécialité médicale : Dermatologie et vénérologie","","4","[026014]"
338,"affecté","","","207","1","4/13","LYON","Spécialité médicale : Radiodiagnostic et imagerie médicale","","13","[026026]"
339,"affecté","","","329","1","2/7","LYON","Spécialité médicale : Gastro-entérologie et hépatologie","","7","[026016]"
340,"affecté","","","330","1","13/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
341,"affecté","","","331","1","4/10","BORDEAUX","Spécialité médicale : Radiodiagnostic et imagerie médicale","","10","[037026]"
342,"affecté","","","332","1","7/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
343,"affecté","absence","","333","1","2/4","LYON","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","4","[026031]"
344,"affecté","","","334","1","1/3","NANCY","Spécialité médicale : Endocrinologie, diabÃ¨te, maladies métaboliques","","3","[018015]"
345,"affecté","","","335","1","22/29","ILE DE FRANCE","Spécialité chirurgicale : Ophtalmologie","","29","[015030]"
346,"affecté","absence","","336","1","5/13","LYON","Spécialité médicale : Radiodiagnostic et imagerie médicale","","13","[026026]"
347,"affecté","absence","","337","1","1/12","MONTPELLIER","Discipline : PÉDIATRIE","","12","[035002]"
348,"affecté","absence","","338","1","3/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
349,"affecté","","","339","1","5/8","LYON","Spécialité médicale : Médecine interne","","8","[026019]"
350,"affecté","","","340","1","7/25","LYON","Discipline : ANESTHÉSIE réanimation","","25","[026004]"
351,"affecté","","","341","1","2/4","BORDEAUX","Spécialité médicale : Neurologie","","4","[037023]"
352,"affecté","","","342","1","2/4","NANTES","Spécialité chirurgicale : Ophtalmologie","","4","[030030]"
353,"affecté","","","343","1","8/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
354,"affecté","","","344","1","9/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
355,"affecté","absence","","345","1","1/13","NANTES","Discipline : PSYCHIATRIE","","13","[030010]"
356,"affecté","","","346","1","2/4","LILLE","Spécialité médicale : Dermatologie et vénérologie","","4","[023014]"
357,"affecté","","","347","1","3/179","LYON","Discipline : MÉDECINE générale","","179","[026011]"
358,"affecté","","","348","1","5/79","ILE DE FRANCE","Discipline : PÉDIATRIE","","79","[015002]"
359,"affecté","","","349","1","1/3","STRASBOURG","Spécialité médicale : Rhumatologie","","3","[020027]"
360,"affecté","","","350","1","14/15","ILE DE FRANCE","Spécialité médicale : Néphrologie","","15","[015022]"
361,"affecté","","","351","1","9/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie maxillo-faciale et stomatologie","63","[015028]"
362,"affecté","","","352","1","4/10","LYON","Spécialité médicale : Cardiologie et maladies vasculaires","","10","[026013]"
363,"affecté","","","353","1","8/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
364,"affecté","","","354","1","2/3","MONTPELLIER","Spécialité chirurgicale : Ophtalmologie","","3","[035030]"
365,"affecté","","","355","1","6/79","ILE DE FRANCE","Discipline : PÉDIATRIE","","79","[015002]"
366,"affecté","","","356","1","5/45","ILE DE FRANCE","Discipline : GYNÉCOLOGIE obstétrique","","45","[015009]"
367,"affecté","","","357","1","2/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
368,"affecté","absence","","358","1","1/4","NANCY","Spécialité médicale : Médecine interne","","4","[018019]"
369,"affecté","","","359","1","11/20","ILE DE FRANCE","Spécialité médicale : Neurologie","","20","[015023]"
370,"affecté","","","360","1","13/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
371,"affecté","","","361","1","1/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
372,"affecté","","","362","1","2/4","NANTES","Spécialité médicale : Pneumologie","","4","[030025]"
373,"affecté","","","363","1","9/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
374,"affecté","","","364","1","1/5","TOULOUSE","Spécialité médicale : Oncologie","","5","[040024]"
375,"affecté","","","365","1","1/14","NANTES","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","14","[030028]"
376,"affecté","","","366","1","2/5","GRENOBLE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","5","[025026]"
377,"affecté","","","367","1","1/3","NICE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","3","[036026]"
378,"affecté","","","368","1","5/16","BORDEAUX","Discipline : ANESTHÉSIE réanimation","","16","[037004]"
379,"affecté","absence","","369","1","2/105","RENNES","Discipline : MÉDECINE générale","","105","[032011]"
380,"affecté","absence","","370","1","1/2","RENNES","Spécialité médicale : Néphrologie","","2","[032022]"
381,"affecté","","","371","1","12/20","ILE DE FRANCE","Spécialité médicale : Neurologie","","20","[015023]"
382,"affecté","","","372","1","14/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
383,"affecté","","","373","1","10/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
385,"ESSA","","","375","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
386,"affecté","","","376","1","3/22","TOULOUSE","Discipline : ANESTHÉSIE réanimation","","22","[040004]"
387,"affecté","absence","","377","1","10/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","63","[015028]"
388,"affecté","","","378","1","2/8","AIX MARSEILLE","Spécialité médicale : Cardiologie et maladies vasculaires","","8","[034013]"
389,"affecté","","","379","1","11/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","63","[015028]"
