;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
265;simulé;;;256;1;2/4;ILE DE FRANCE;Spécialité chirurgicale : Neurochirurgie;;4;[015029];;
266;simulé;;;257;1;11/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
267;simulé;;;258;1;6/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
268;simulé;;;259;1;16/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
269;simulé;;;260;1;4/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
270;simulé;;;261;1;5/9;BORDEAUX;Spécialité médicale : Cardiologie et maladies vasculaires;;9;[037013];;
271;simulé;;;262;1;2/9;LYON;Spécialité chirurgicale : Ophtalmologie;;9;[026030];;
272;simulé;;;263;1;3/5;BORDEAUX;Spécialité médicale : Dermatologie et vénérologie;;5;[037014];;
273;simulé;;;264;1;17/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
274;simulé;;;265;1;5/25;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
275;simulé;absence;;266;1;18/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
276;simulé;;;267;1;5/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
277;simulé;;;268;1;1/4;NANTES;Spécialité chirurgicale : Ophtalmologie;;4;[030030];;
278;simulé;absence;;269;1;2/7;RENNES;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[032013];;
279;simulé;;;270;1;6/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
280;simulé;;;271;1;1/9;LILLE;Spécialité chirurgicale : Ophtalmologie;;9;[023030];;
281;simulé;;;272;1;19/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
282;simulé;absence;;273;1;3/10;LYON;Spécialité médicale : Cardiologie et maladies vasculaires;;10;[026013];;
283;simulé;;;274;1;1/4;MONTPELLIER;Spécialité médicale : Rhumatologie;;4;[035027];;
284;simulé;;;275;1;8/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
285;simulé;;;276;1;2/6;AIX MARSEILLE;Spécialité médicale : Médecine interne;;6;[034019];;
286;simulé;absence;;277;1;2/179;LYON;Discipline : MÉDECINE générale;;179;[026011];;
287;simulé;absence;;278;1;7/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
288;simulé;;;279;1;9/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
289;simulé;;;280;1;4/18;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
290;simulé;;;281;1;1/4;RENNES;Spécialité médicale : Gastro-entérologie et hépatologie;;4;[032016];;
291;simulé;;;282;1;10/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
292;simulé;;;283;1;1/5;STRASBOURG;Spécialité médicale : Cardiologie et maladies vasculaires;;5;[020013];;
293;simulé;;;284;1;4/16;MONTPELLIER;Discipline : ANESTHÉSIE réanimation;;16;[035004];;
294;simulé;;;285;1;2/17;ILE DE FRANCE;Spécialité médicale : Pneumologie;;17;[015025];;
295;simulé;;;286;1;2/17;ILE DE FRANCE;Spécialité médicale : Dermatologie et vénérologie;;17;[015014];;
296;simulé;;;287;1;1/12;RENNES;Discipline : ANESTHÉSIE réanimation;;12;[032004];;
297;simulé;;;288;1;4/79;ILE DE FRANCE;Discipline : PÉDIATRIE;;79;[015002];;
298;simulé;;;289;1;1/11;ILE DE FRANCE;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques; diabÃ¨te; maladies métaboliques;;11;[015015]
299;simulé;;;290;1;1/9;STRASBOURG;Spécialité médicale : Radiodiagnostic et imagerie médicale;;9;[020026];;
300;simulé;;;291;1;1/2;NANTES;Spécialité médicale : Néphrologie;;2;[030022];;
301;simulé;;;292;1;1/114;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
302;simulé;;;293;1;5/18;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
303;simulé;;;294;1;2/5;AIX MARSEILLE;Spécialité médicale : Gastro-entérologie et hépatologie;;5;[034016];;
304;simulé;;;295;1;2/3;NANTES;Spécialité médicale : Neurologie;;3;[030023];;
305;simulé;;;296;1;6/18;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
306;simulé;;;297;1;1/2;LIMOGES;Spécialité chirurgicale : Ophtalmologie;;2;[039030];;
307;simulé;absence;;298;1;2/10;BORDEAUX;Spécialité médicale : Radiodiagnostic et imagerie médicale;;10;[037026];;
308;simulé;;;299;1;1/5;GRENOBLE;Spécialité médicale : Cardiologie et maladies vasculaires;;5;[025013];;
309;simulé;;;300;1;4/8;LYON;Spécialité médicale : Médecine interne;;8;[026019];;
310;simulé;;;301;1;3/611;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
311;simulé;;;302;1;1/3;RENNES;Spécialité médicale : Médecine interne;;3;[032019];;
312;ESSA;;;303;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
313;simulé;absence;;304;1;4/17;LILLE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;17;[023026];;
314;simulé;;;305;1;20/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
315;simulé;;;306;1;12/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
316;simulé;;;307;1;2/6;LILLE;Spécialité médicale : Médecine interne;;6;[023019];;
317;simulé;;;308;1;13/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
318;simulé;;;309;1;2/22;AIX MARSEILLE;Discipline : ANESTHÉSIE réanimation;;22;[034004];;
319;simulé;;;310;1;7/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;63;[015028];;
320;simulé;;;311;1;2/4;TOULOUSE;Spécialité médicale : Médecine interne;;4;[040019];;
321;simulé;;;312;1;4/5;BORDEAUX;Spécialité médicale : Dermatologie et vénérologie;;5;[037014];;
322;simulé;;;313;1;1/2;GRENOBLE;Spécialité médicale : Rhumatologie;;2;[025027];;
323;simulé;;;314;1;1/1;MONTPELLIER;Spécialité médicale : Hématologie;;1;[035018];;
324;simulé;;;315;1;7/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
325;simulé;absence;;316;1;1/17;ILE DE FRANCE;Discipline : BIOLOGIE médicale;;17;[015003];;
326;simulé;;;317;1;8/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;63;[015028];;
327;simulé;;;318;1;1/84;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
328;simulé;;;319;1;21/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
329;simulé;absence;;320;1;2/12;RENNES;Discipline : ANESTHÉSIE réanimation;;12;[032004];;
330;simulé;absence;;321;1;2/9;TOULOUSE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;9;[040026];;
331;simulé;;;322;1;3/17;ILE DE FRANCE;Spécialité médicale : Dermatologie et vénérologie;;17;[015014];;
332;simulé;;;323;1;11/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
333;simulé;;;324;1;2/4;TOULOUSE;Spécialité médicale : Néphrologie;;4;[040022];;
334;simulé;;;325;1;3/10;BORDEAUX;Spécialité médicale : Radiodiagnostic et imagerie médicale;;10;[037026];;
335;simulé;;;326;1;8/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
336;simulé;absence;;327;1;6/25;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
337;simulé;;;328;1;2/4;LYON;Spécialité médicale : Dermatologie et vénérologie;;4;[026014];;
338;simulé;;;207;1;4/13;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
339;simulé;;;329;1;2/7;LYON;Spécialité médicale : Gastro-entérologie et hépatologie;;7;[026016];;
340;simulé;;;330;1;12/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
341;simulé;;;331;1;4/10;BORDEAUX;Spécialité médicale : Radiodiagnostic et imagerie médicale;;10;[037026];;
342;simulé;;;332;1;7/18;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
343;simulé;absence;;333;1;2/4;LYON;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;4;[026031];;
344;simulé;;;334;1;1/3;NANCY;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques; diabÃ¨te; maladies métaboliques;;3;[018015]
345;simulé;;;335;1;22/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
346;simulé;;;336;1;5/13;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
347;simulé;absence;;337;1;1/12;MONTPELLIER;Discipline : PÉDIATRIE;;12;[035002];;
348;simulé;absence;;338;1;3/21;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
349;simulé;;;339;1;5/8;LYON;Spécialité médicale : Médecine interne;;8;[026019];;
350;simulé;;;340;1;7/25;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
351;simulé;;;341;1;2/4;BORDEAUX;Spécialité médicale : Neurologie;;4;[037023];;
352;simulé;;;342;1;2/4;NANTES;Spécialité chirurgicale : Ophtalmologie;;4;[030030];;
353;simulé;;;343;1;8/18;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
354;simulé;;;344;1;9/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
355;simulé;absence;;345;1;1/13;NANTES;Discipline : PSYCHIATRIE;;13;[030010];;
356;simulé;;;346;1;2/4;LILLE;Spécialité médicale : Dermatologie et vénérologie;;4;[023014];;
357;simulé;;;347;1;3/179;LYON;Discipline : MÉDECINE générale;;179;[026011];;
358;simulé;;;348;1;5/79;ILE DE FRANCE;Discipline : PÉDIATRIE;;79;[015002];;
359;simulé;;;349;1;1/3;STRASBOURG;Spécialité médicale : Rhumatologie;;3;[020027];;
360;simulé;;;350;1;13/30;ILE DE FRANCE;Spécialité médicale : Médecine interne;;30;[015019];;
361;simulé;;;351;1;9/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie maxillo-faciale et stomatologie;63;[015028];;
362;simulé;;;352;1;4/10;LYON;Spécialité médicale : Cardiologie et maladies vasculaires;;10;[026013];;
363;simulé;absence;;353;1;8/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
364;simulé;;;354;1;2/3;MONTPELLIER;Spécialité chirurgicale : Ophtalmologie;;3;[035030];;
365;simulé;;;355;1;6/79;ILE DE FRANCE;Discipline : PÉDIATRIE;;79;[015002];;
366;simulé;;;356;1;5/45;ILE DE FRANCE;Discipline : GYNÉCOLOGIE obstétrique;;45;[015009];;
367;simulé;;;357;1;2/84;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
368;simulé;absence;;358;1;1/4;NANCY;Spécialité médicale : Médecine interne;;4;[018019];;
369;simulé;;;359;1;11/20;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
370;simulé;;;360;1;14/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
371;simulé;;;361;1;1/124;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
372;simulé;;;362;1;2/4;NANTES;Spécialité médicale : Pneumologie;;4;[030025];;
373;simulé;;;363;1;9/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
374;simulé;;;364;1;1/5;TOULOUSE;Spécialité médicale : Oncologie;;5;[040024];;
375;simulé;;;365;1;1/14;NANTES;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;14;[030028];;
376;simulé;;;366;1;2/5;GRENOBLE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;5;[025026];;
377;simulé;;;367;1;1/3;NICE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;3;[036026];;
378;simulé;;;368;1;5/16;BORDEAUX;Discipline : ANESTHÉSIE réanimation;;16;[037004];;
379;simulé;absence;;369;1;1/105;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
380;simulé;absence;;370;1;1/2;RENNES;Spécialité médicale : Néphrologie;;2;[032022];;
381;simulé;;;371;1;12/20;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
382;simulé;absence;;372;1;15/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
383;simulé;;;373;1;10/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
385;ESSA;;;375;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
386;simulé;;;376;1;3/22;TOULOUSE;Discipline : ANESTHÉSIE réanimation;;22;[040004];;
387;simulé;absence;;377;1;10/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;63;[015028];;
388;simulé;;;378;1;2/8;AIX MARSEILLE;Spécialité médicale : Cardiologie et maladies vasculaires;;8;[034013];;
389;simulé;;;379;1;11/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;63;[015028];;
390;simulé;absence;;380;1;1/12;ILE DE FRANCE;Spécialité médicale : Anatomie et cytologie pathologique;;12;[015012];;
391;simulé;;;381;1;4/17;BORDEAUX;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;17;[037028];;
392;simulé;absence;;382;1;1/3;GRENOBLE;Spécialité médicale : Gastro-entérologie et hépatologie;;3;[025016];;
393;simulé;;;383;1;13/20;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
394;simulé;;;384;1;4/21;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
395;simulé;;;385;1;23/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
396;simulé;;;386;1;6/45;ILE DE FRANCE;Discipline : GYNÉCOLOGIE obstétrique;;45;[015009];;
397;simulé;;;387;1;3/7;RENNES;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[032013];;
398;simulé;absence;;388;1;3/84;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
399;simulé;;;389;1;3/7;MONTPELLIER;Spécialité médicale : Radiodiagnostic et imagerie médicale;;7;[035026];;
400;simulé;;;390;1;1/6;GRENOBLE;Discipline : GYNÉCOLOGIE obstétrique;;6;[025009];;
401;simulé;;;391;1;2/6;NANTES;Spécialité médicale : Cardiologie et maladies vasculaires;;6;[030013];;
402;simulé;;;392;1;6/12;GRENOBLE;Discipline : ANESTHÉSIE réanimation;;12;[025004];;
403;simulé;;;393;1;5/10;BORDEAUX;Spécialité médicale : Radiodiagnostic et imagerie médicale;;10;[037026];;
404;simulé;;;394;1;16/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
405;simulé;;;395;1;2/3;STRASBOURG;Spécialité médicale : Neurologie;;3;[020023];;
406;simulé;;;396;1;4/21;LYON;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;21;[026028];;
407;simulé;;;397;1;3/6;NANTES;Spécialité médicale : Cardiologie et maladies vasculaires;;6;[030013];;
408;simulé;;;398;1;3/4;LYON;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;4;[026031];;
409;simulé;;;399;1;3/5;AIX MARSEILLE;Spécialité médicale : Gastro-entérologie et hépatologie;;5;[034016];;
410;simulé;;;400;1;1/4;LYON;Spécialité médicale : Rhumatologie;;4;[026027];;
411;simulé;absence;;401;1;7/79;ILE DE FRANCE;Discipline : PÉDIATRIE;;79;[015002];;
412;simulé;;;402;1;10/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
413;simulé;;;403;1;17/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
414;simulé;;;404;1;11/92;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
415;simulé;;;405;1;12/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;63;[015028];;
416;simulé;;;406;1;2/124;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
417;simulé;;;407;1;7/45;ILE DE FRANCE;Discipline : GYNÉCOLOGIE obstétrique;;45;[015009];;
418;simulé;;;408;1;13/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;63;[015028];;
419;simulé;;;409;1;2/9;LILLE;Spécialité chirurgicale : Ophtalmologie;;9;[023030];;
420;ESSA;;;410;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
421;simulé;;;411;1;2/12;ILE DE FRANCE;Spécialité médicale : Anatomie et cytologie pathologique;;12;[015012];;
422;simulé;;;412;1;2/6;LYON;Spécialité médicale : Pneumologie;;6;[026025];;
423;simulé;;;413;1;11/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
424;simulé;;;414;1;12/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
425;simulé;;;415;1;2/3;LILLE;Spécialité médicale : Hématologie;;3;[023018];;
426;simulé;;;416;1;8/25;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
427;simulé;absence;;417;1;14/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;63;[015028];;
428;simulé;;;418;1;6/8;LYON;Spécialité médicale : Médecine interne;;8;[026019];;
429;simulé;;;419;1;5/5;BORDEAUX;Spécialité médicale : Dermatologie et vénérologie;;5;[037014];;
430;simulé;;;420;1;14/20;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
431;simulé;;;421;1;2/105;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
432;simulé;;;422;1;15/20;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
433;simulé;;;423;1;2/4;STRASBOURG;Spécialité médicale : Dermatologie et vénérologie;;4;[020014];;
434;simulé;;;424;2;1/2;BREST;Spécialité médicale : Rhumatologie;;2;[029027];;
436;simulé;absence;;426;1;1/17;LYON;Discipline : PÉDIATRIE;;17;[026002];;
437;simulé;;;427;1;3/22;AIX MARSEILLE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;22;[034028];;
438;simulé;;;428;1;1/3;GRENOBLE;Spécialité médicale : Médecine interne;;3;[025019];;
439;simulé;;;429;1;1/3;ROUEN;Spécialité médicale : Dermatologie et vénérologie;;3;[024014];;
440;simulé;;;430;1;1/5;TOULOUSE;Spécialité médicale : Gastro-entérologie et hépatologie;;5;[040016];;
441;simulé;;;431;1;1/5;LILLE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;5;[023031];;
442;simulé;;;432;1;2/7;MONTPELLIER;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[035013];;
443;simulé;;;433;1;1/22;LILLE;Discipline : PÉDIATRIE;;22;[023002];;
444;simulé;;;434;1;1/1;NANTES;Spécialité médicale : Hématologie;;1;[030018];;
445;simulé;;;435;1;3/6;TOULOUSE;Spécialité chirurgicale : Ophtalmologie;;6;[040030];;
446;simulé;absence;;436;1;2/10;AIX MARSEILLE;Discipline : GYNÉCOLOGIE obstétrique;;10;[034009];;
447;simulé;;;437;1;13/15;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
448;simulé;;;438;1;1/4;MONTPELLIER;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;4;[035031];;
449;simulé;;;439;1;13/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
450;simulé;;;440;1;5/10;LYON;Spécialité médicale : Cardiologie et maladies vasculaires;;10;[026013];;
451;simulé;;;441;1;14/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
452;simulé;;;442;1;1/11;TOULOUSE;Discipline : PÉDIATRIE;;11;[040002];;
453;simulé;;;443;1;4/17;ILE DE FRANCE;Spécialité médicale : Dermatologie et vénérologie;;17;[015014];;
454;simulé;;;444;1;15/45;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
455;simulé;;;445;1;2/5;MONTPELLIER;Spécialité médicale : Neurologie;;5;[035023];;
456;simulé;;;446;1;1/2;BORDEAUX;Spécialité médicale : Médecine nucléaire;;2;[037020];;
457;simulé;;;447;1;4/22;TOULOUSE;Discipline : ANESTHÉSIE réanimation;;22;[040004];;
458;simulé;absence;;448;1;15/63;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;63;[015028];;
459;simulé;;;449;1;3/9;LYON;Spécialité chirurgicale : Ophtalmologie;;9;[026030];;
460;simulé;;;450;1;2/4;NANTES;Spécialité médicale : Gastro-entérologie et hépatologie;;4;[030016];;
461;simulé;;;451;1;24/29;ILE DE FRANCE;Spécialité chirurgicale : Ophtalmologie;;29;[015030];;
462;simulé;;;452;1;1/17;AIX MARSEILLE;Discipline : PÉDIATRIE;;17;[034002];;
463;simulé;;;453;1;18/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
464;simulé;;;454;1;19/50;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
